lemma,count
"(u'noun', u'\u05ea\u05e7\u05e6\u05d9\u05e8')",6
"(u'noun', u'\u05ea\u05e7\u05dc')",6
"(u'noun', u'\u05d3\u05d0')",6
"(u'noun', u'\u05e0\u05d2\u05d9\u05e0\u05d4')",6
"(u'noun', u'\u05e7\u05d9\u05d9\u05de\u05d5\u05ea')",6
"(u'noun', u'\u05d4\u05d9\u05d5\u05e8\u05d5\u05dc\u05d9\u05d2')",6
"(u'noun', u'\u05de\u05e1\u05ea\u05d5\u05e8')",6
"(u'noun', u'\u05d9\u05e0\u05e9\u05d5\u05e3')",6
"(u'noun', u'\u05d1\u05d8\u05dc\u05d4')",6
"(u'noun', u'\u05d4\u05dc\u05d5\u05d5\u05d9\u05d4')",6
"(u'noun', u'\u05e9\u05d5\u05d1\u05e2')",6
"(u'noun', u'\u05d7\u05d9\u05d9\u05d3\u05e7')",6
"(u'noun', u'\u05e4\u05e8\u05d9\u05e5')",6
"(u'noun', u'\u05e9\u05e8\u05e7\u05e0\u05d9\u05dd')",6
"(u'noun', u'\u05ea\u05e2\u05d0\u05dc\u05d4')",6
"(u'noun', u'\u05d9\u05e8\u05d0')",6
"(u'noun', u'\u05de\u05d9\u05dc\u05d5\u05d9')",6
"(u'noun', u'\u05d9\u05d1\u05e9\u05d4')",6
"(u'noun', u'\u05d4\u05de\u05d5\u05e0\u05d9\u05d8\u05d5\u05e8')",6
"(u'noun', u'\u05d9\u05e8\u05d9\u05d1\u05d4')",6
"(u'noun', u'\u05e2\u05d9\u05d5\u05df')",6
"(u'noun', u'\u05ea\u05d6\u05db\u05d5\u05e8\u05ea')",6
"(u'noun', u'\u05d7\u05e0\u05d9\u05d5\u05df')",6
"(u'noun', u'\u05de\u05d3\u05d9\u05d3\u05d4')",6
"(u'noun', u'\u05de\u05e6\u05e8\u05da')",6
"(u'noun', u'\u05db\u05d9\u05de\u05d9\u05e7\u05dc')",6
"(u'noun', u'\u05dc\u05d9\u05d8\u05e8')",6
"(u'noun', u'\u05d4\u05e9\u05d1\u05d4')",6
"(u'noun', u'\u05d9\u05d5\u05e7\u05e8')",6
"(u'noun', u'\u05d4\u05ea\u05e0\u05d4\u05dc\u05d5\u05ea')",6
"(u'noun', u'\u05e4\u05d5\u05e8\u05e7\u05df')",6
"(u'noun', u'\u05de\u05e1\u05d4')",6
"(u'noun', u'\u05de\u05d7\u05d5\u05d2')",6
"(u'noun', u'\u05d4\u05e1\u05ea\u05e8')",6
"(u'noun', u'\u05e9\u05d1\u05e2\u05d4')",6
"(u'noun', u'\u05e4\u05d5\u05dc\u05d9\u05d8\u05d9\u05e7\u05d4')",6
"(u'noun', u'\u05d8\u05e8\u05d8\u05d5\u05e8')",6
"(u'noun', u'\u05e6\u05e4\u05d9\u05e4\u05d5\u05ea')",6
"(u'noun', u'\u05e4\u05d5\u05e7\u05e1')",6
"(u'noun', u'\u05e1\u05d9\u05d1\u05d5\u05da')",6
"(u'noun', u'\u05e4\u05e0\u05d9\u05e0\u05d4')",6
"(u'noun', u'\u05e1\u05d5\u05d2\u05d9\u05d4')",6
"(u'noun', u'\u05d6\u05e2\u05d6\u05d5\u05e2')",6
"(u'noun', u'\u05e8\u05d3\u05d9\u05e4\u05d4')",6
"(u'noun', u'\u05d5\u05db\u05d5')",6
"(u'noun', u'\u05de\u05e7\u05e7')",6
"(u'noun', u'\u05e4\u05e9\u05e8\u05d4')",6
"(u'noun', u'\u05d8\u05d9\u05e4\u05d5\u05d7')",6
"(u'noun', u'\u05d7\u05d5\u05e7\u05e8')",6
"(u'noun', u'\u05e0\u05d8\u05d9\u05e9\u05d4')",6
"(u'noun', u'\u05d4\u05d5')",6
"(u'noun', u'\u05e8\u05d0\u05d5\u05d5\u05d4')",6
"(u'noun', u'\u05d0\u05d7\u05d3\\\u05d0\u05d7\u05ea')",6
"(u'noun', u'\u05d2\u05de\u05dc')",6
"(u'noun', u'\u05d4\u05e6\u05d4\u05e8\u05d4')",6
"(u'noun', u'\u05ea\u05d5\u05e8\u05df')",6
"(u'noun', u'\u05db\u05dc\u05e0\u05d9\u05ea')",6
"(u'noun', u'\u05d0\u05e6\u05d8\u05d3\u05d9\u05d5\u05df')",6
"(u'noun', u'\u05d4\u05ea\u05e0\u05d2\u05d3\u05d5\u05ea')",6
"(u'noun', u'\u05d4\u05de\u05e6\u05d1\u05d9')",6
"(u'noun', u'\u05d4\u05ea\u05df')",6
"(u'noun', u'\u05de\u05e2\u05e1\u05d9\u05e7')",6
"(u'noun', u'\u05ea\u05e2\u05e9\u05d9\u05d9\u05d4')",6
"(u'noun', u'\u05e7\u05d1\u05dc\u05df')",6
"(u'noun', u'\u05d7\u05de\u05d5\u05dc\u05d4')",6
"(u'noun', u'\u05d1\u05d5\u05dc\u05d1\u05d5\u05dc')",6
"(u'noun', u'\u05de\u05d5\u05e7\u05d3')",6
"(u'noun', u'\u05d6\u05d3\u05d5\u05df')",6
"(u'noun', u'\u05e7\u05d3\u05d5\u05e9\u05d4')",6
"(u'noun', u'\u05d3\u05d5\u05e8\u05d9')",6
"(u'noun', u'\u05d7\u05d6\u05d5\u05df')",6
"(u'noun', u'\u05d4\u05e2\u05e8\u05de\u05d4')",6
"(u'noun', u""\u05d9'"")",6
"(u'noun', u'\u05e0\u05db\u05d3')",6
"(u'noun', u'\u05d4\u05e4\u05e1\u05e7')",6
"(u'noun', u'\u05e0\u05e2\u05d9\u05de\u05d5\u05ea')",6
"(u'noun', u'\u05d4\u05ea\u05e9\u05d5\u05de\u05ea')",6
"(u'noun', u'\u05d2\u05e8\u05e3')",6
"(u'noun', u'\u05de\u05e6\u05d1\u05e8')",6
"(u'noun', u'\u05e0\u05d7\u05d9\u05dc')",6
"(u'noun', u'\u05d7\u05e6\u05d5\u05d1\u05d4')",6
"(u'noun', u'\u05d0\u05b6\u05ea')",6
"(u'noun', u'\u05de\u05d5\u05e1\u05db\u05de\u05d4')",6
"(u'noun', u'\u05dc\u05e2\u05d9\u05e1\u05d4')",6
"(u'noun', u'\u05e4\u05d0\u05e0\u05d8\u05d4')",6
"(u'noun', u'\u05ea\u05e1\u05e4\u05d5\u05e8\u05ea')",6
"(u'noun', u'\u05d4\u05e8\u05d2\u05e2\u05d4')",6
"(u'noun', u'\u05d1\u05e8\u05d1\u05d5\u05e8')",6
"(u'noun', u'\u05e7\u05d9\u05d5\u05e1\u05e7')",6
"(u'noun', u'\u05e6\u05d7\u05e7\u05d5\u05e7')",6
"(u'noun', u'\u05d4\u05e1\u05d9\u05dc\u05d1\u05e1\u05d8\u05e8')",6
"(u'noun', u'\u05d7\u05d5\u05d6\u05d4')",6
"(u'noun', u'\u05ea\u05e6\u05dc\u05d5\u05dd')",6
"(u'noun', u'\u05e4\u05dc\u05d6\u05de\u05d4')",6
"(u'noun', u'\u05de\u05d7\u05d9\u05d0\u05d4')",6
"(u'noun', u'\u05de\u05e7\u05d1\u05dc')",6
"(u'noun', u'\u05db\u05d9\u05e0\u05d5\u05e1')",6
"(u'noun', u'\u05e4\u05e8\u05d8\u05e0\u05e8')",6
"(u'noun', u'\u05d7\u05de\u05e5')",6
"(u'noun', u'\u05d4\u05d3\u05e3')",6
"(u'noun', u'\u05dc\u05d4\u05d1\u05d4')",6
"(u'noun', u'\u05d3\u05d9\u05e0\u05de\u05d9\u05e7\u05d4')",6
"(u'noun', u'\u05e9\u05e8\u05e4\u05e8\u05e3')",6
"(u'noun', u'\u05d4\u05d2\u05d1\u05e8\u05d4')",6
"(u'noun', u'\u05dc\u05d5\u05d1\u05d9')",6
"(u'noun', u'\u05e7\u05d5\u05d1\u05e5')",6
"(u'noun', u'\u05ea\u05d5\u05ea\u05d7')",6
"(u'noun', u'\u05e1\u05d5\u05dc\u05df')",6
"(u'noun', u'\u05dc\u05d7\u05de\u05e0\u05d9\u05d9\u05d4')",6
"(u'noun', u'\u05d4\u05e7\u05e4\u05e6\u05d4')",6
"(u'noun', u'\u05de\u05d9\u05e0\u05d9\u05d1\u05d5\u05e1')",6
"(u'noun', u'\u05de\u05d0\u05d6\u05d9\u05df')",6
"(u'noun', u'\u05ea\u05d7\u05d1\u05d5\u05e9\u05ea')",6
"(u'noun', u'\u05e9\u05d1\u05d7')",6
"(u'noun', u'\u05d3\u05d9\u05d9\u05e1\u05d4')",6
"(u'noun', u'\u05e8\u05d9\u05d1\u05d4')",6
"(u'noun', u'\u05d0\u05e0\u05e0\u05e1')",6
"(u'noun', u'\u05d4\u05de\u05d9\u05e8\u05e4\u05d0\u05d4')",6
"(u'noun', u'\u05ea\u05ea\u05d9')",6
"(u'noun', u'\u05de\u05e0\u05d5\u05e8\u05d4')",6
"(u'noun', u'\u05de\u05e0\u05d9\u05e2\u05d4')",6
"(u'noun', u'\u05e7\u05d5\u05de\u05e5')",6
"(u'noun', u'\u05d1\u05d9\u05e7\u05d5\u05e8\u05ea\u05d9\u05d5\u05ea')",6
"(u'noun', u'\u05e4\u05d6\u05de\u05d5\u05df')",6
"(u'noun', u'\u05e2\u05d9\u05e1\u05d4')",6
"(u'noun', u'\u05ea\u05d3\u05e8\u05d5\u05da')",6
"(u'noun', u'\u05d7\u05d9\u05e4\u05d0\u05d9')",6
"(u'noun', u'\u05d7\u05e9\u05d1')",6
"(u'noun', u'\u05de\u05e2\u05e8\u05d9\u05e5')",6
"(u'noun', u'\u05e9\u05d5\u05e8')",6
"(u'noun', u'\u05e9\u05d9\u05e2\u05d5\u05dc')",6
"(u'noun', u'\u05e7\u05d9\u05d1\u05d5\u05e2')",6
"(u'noun', u'\u05dc\u05d9\u05d8\u05d5\u05e3')",6
"(u'noun', u'\u05d4')",6
"(u'noun', u'\u05d3\u05d5\u05e7\u05d8\u05d5\u05e8')",6
"(u'noun', u'\u05e4\u05d2\u05e8\u05d4')",6
"(u'noun', u'\u05d0\u05dc\u05d5\u05e4\u05d4')",6
"(u'noun', u'\u05d4\u05db\u05e0\u05e4\u05d9\u05d9\u05dd')",6
"(u'noun', u'7%9')",6
"(u'noun', u'\u05e2\u05e8\u05db\u05d4')",6
"(u'noun', u'\u05de\u05e7\u05d5\u05d5\u05d4')",6
"(u'noun', u'\u05d6\u05d9\u05d4\u05d5\u05dd')",6
"(u'noun', u'\u05d4\u05e1\u05d1\u05d4')",6
"(u'noun', u'\u05d4\u05ea\u05e2\u05e1\u05e7\u05d5\u05ea')",6
"(u'noun', u'\u05e4\u05e8\u05e0\u05e1\u05d4')",6
"(u'noun', u'\u05ea\u05ea\u05df')",6
"(u'noun', u'\u05d0\u05dc\u05d2\u05e0\u05d8\u05d9\u05d5\u05ea')",6
"(u'noun', u'\u05d9\u05e1\u05d5\u05d3\u05d9\u05d5\u05ea')",6
"(u'noun', u'\u05e7\u05d3\u05d9\u05de\u05d4')",6
"(u'noun', u'\u05e2\u05db\u05d1\u05d9\u05e9')",6
"(u'noun', u'\u05d0\u05d3\u05d9\u05d1\u05d5\u05ea')",6
"(u'noun', u'\u05ea\u05e4\u05e0\u05d9\u05ea')",6
"(u'noun', u'\u05d2\u05d9\u05d3')",6
"(u'noun', u'\u05d1\u05e8\u05e7')",6
"(u'noun', u'\u05e9\u05dc\u05d9\u05e9\u05d9\u05d9\u05d4')",6
"(u'noun', u'\u05d4\u05e9\u05ea\u05e7\u05e4\u05d5\u05ea')",6
"(u'noun', u'\u05e4\u05e1\u05e0\u05ea\u05e8')",6
"(u'noun', u'\u05e7\u05d9\u05e8\u05d1\u05d4')",6
"(u'noun', u'\u05d7\u05e9\u05d5\u05d3')",6
"(u'noun', u'\u05dc\u05e7\u05d8')",6
"(u'noun', u'\u05de\u05d0\u05e1\u05e8')",6
"(u'noun', u'\u05d4\u05d5\u05e3')",6
"(u'noun', u'\u05e9\u05db\u05e0\u05d5\u05e2')",6
"(u'noun', u'\u05e4\u05e8\u05d5\u05de\u05d5')",6
"(u'noun', u'\u05d4\u05ea\u05de\u05d7\u05d5\u05ea')",6
"(u'noun', u'\u05e2\u05dc\u05dd')",6
"(u'noun', u'\u05e1\u05d7\u05e8')",6
"(u'noun', u'\u05de\u05d5\u05d8\u05e6\u05d9\u05d4')",5
"(u'noun', u'\u05d4\u05e2\u05d9\u05e0\u05d9\u05dd')",5
"(u'noun', u'\u05ea\u05e8\u05e0\u05d2\u05d5\u05dc\u05ea')",5
"(u'noun', u'\u05de\u05e6\u05d5\u05e7')",5
"(u'noun', u'\u05de\u05db\u05d7\u05d5\u05dc')",5
"(u'noun', u'\u05d4\u05e8\u05e9\u05de\u05d4')",5
"(u'noun', u'\u05d4\u05ea\u05e2\u05e6\u05de\u05d5\u05ea')",5
"(u'noun', u'\u05d4\u05e7\u05e8\u05e0\u05d4')",5
"(u'noun', u'\u05de\u05d9\u05e0\u05d9\u05d5\u05ea')",5
"(u'noun', u'\u05e8\u05d9\u05e0\u05d2\u05d8\u05d5\u05df')",5
"(u'noun', u'\u05de\u05e8\u05d3')",5
"(u'noun', u'\u05d5\u05d9\u05e8\u05d5\u05e1')",5
"(u'noun', u'\u05d4\u05e6\u05e8\u05d7\u05d4')",5
"(u'noun', u'\u05d0\u05d5\u05de\u05d4')",5
"(u'noun', u'\u05d7\u05d3\u05e8\u05d5\u05df')",5
"(u'noun', u'\u05de\u05d7\u05d9\u05dc\u05d4')",5
"(u'noun', u'\u05e1\u05d9\u05de\u05e0\u05d9\u05d9\u05d4')",5
"(u'noun', u'\u05d4\u05e9\u05ea\u05e0\u05d4')",5
"(u'noun', u'\u05d5\u05d8\u05e8\u05d9\u05e0\u05e8')",5
"(u'noun', u'\u05e1\u05d9\u05dc\u05d5\u05df')",5
"(u'noun', u'\u05de\u05d0\u05d9\u05d9\u05d4')",5
"(u'noun', u'\u05e8\u05e4\u05e1\u05d5\u05d3\u05d4')",5
"(u'noun', u'\u05d3\u05d2\u05dd')",5
"(u'noun', u'\u05e1\u05e4\u05e8\u05d9')",5
"(u'noun', u'\u05d4\u05e4\u05e8\u05d3\u05d4')",5
"(u'noun', u'\u05e6\u05d9\u05e8\u05d5\u05e3')",5
"(u'noun', u'\u05d0\u05e8\u05d5\u05db\u05d4')",5
"(u'noun', u""\u05e7\u05d5\u05d8\u05d2'"")",5
"(u'noun', u'\u05ea\u05d5')",5
"(u'noun', u'\u05d7\u05de\u05e0\u05d9\u05d9\u05d4')",5
"(u'noun', u'\u05e7\u05d5\u05e7\u05d5\u05e1')",5
"(u'noun', u'\u05d5\u05d0\u05e7\u05d5\u05dd')",5
"(u'noun', u'\u05e9\u05d8\u05e3')",5
"(u'noun', u'\u05e2\u05d9\u05e0\u05d9\u05dd')",5
"(u'noun', u'\u05d1\u05d9\u05e0\u05d5\u05e0\u05d9\u05d5\u05ea')",5
"(u'noun', u'\u05ea\u05d1\u05e0\u05d9\u05ea')",5
"(u'noun', u'\u05d4\u05e6\u05e4\u05d4')",5
"(u'noun', u'\u05ea\u05e9\u05d1\u05e5')",5
"(u'noun', u'\u05e2\u05d5\u05d6\u05e8')",5
"(u'noun', u'\u05ea\u05de\u05e8')",5
"(u'noun', u'\u05d8\u05d7\u05d9\u05e0\u05d4')",5
"(u'noun', u'\u05e2\u05e8\u05e4\u05d3')",5
"(u'noun', u'\u05d4\u05d0\u05d5\u05e1')",5
"(u'noun', u'\u05d0\u05d5\u05d5')",5
"(u'noun', u'\u05e9\u05e0\u05d9\u05e0\u05d5\u05ea')",5
"(u'noun', u'\u05e0\u05d6\u05dc\u05ea')",5
"(u'noun', u'\u05de\u05d7\u05d1\u05ea')",5
"(u'noun', u'\u05de\u05d9\u05de\u05d9\u05d9\u05d4')",5
"(u'noun', u'\u05de\u05e9\u05e7')",5
"(u'noun', u'\u05ea\u05d7\u05dc\u05d9\u05e3')",5
"(u'noun', u'\u05de\u05e9\u05db\u05e0\u05ea\u05d0')",5
"(u'noun', u'\u05d9\u05d4\u05d9\u05e8\u05d5\u05ea')",5
"(u'noun', u'\u05d2\u05d9\u05e0\u05d5\u05df')",5
"(u'noun', u'\u05de\u05d5\u05e0\u05d4')",5
"(u'noun', u'\u05de\u05e6\u05e0\u05e4\u05ea')",5
"(u'noun', u'\u05de\u05e9\u05e7\u05d9\u05e2')",5
"(u'noun', u'\u05de\u05e9\u05d9\u05d7')",5
"(u'noun', u'\u05e9\u05e8\u05d9\u05d3')",5
"(u'noun', u'\u05de\u05ea\u05d9\u05e7\u05d5\u05ea')",5
"(u'noun', u'\u05de\u05e8\u05db\u05d6\u05d9\u05d9\u05d4')",5
"(u'noun', u'\u05ea\u05d5\u05e8\u05e0\u05d5\u05ea')",5
"(u'noun', u'\u05d7\u05de\u05d5\u05e1')",5
"(u'noun', u'\u05d0\u05d6\u05d9\u05e7\u05d9\u05dd')",5
"(u'noun', u'\u05d0\u05d2\u05e8\u05e1\u05d9\u05d1\u05d9\u05d5\u05ea')",5
"(u'noun', u""\u05e6'\u05d0\u05e0\u05e1"")",5
"(u'noun', u'\u05d7\u05d9\u05d7\u05d9\u05d7\u05d9')",5
"(u'noun', u'\u05ea\u05d3\u05d9\u05e8\u05d5\u05ea')",5
"(u'noun', u'\u05d3\u05d1\u05d5\u05e8\u05d4')",5
"(u'noun', u'\u05d7\u05d5\u05dc\u05d9\u05d4')",5
"(u'noun', u'\u05d0\u05de\u05d9\u05e8')",5
"(u'noun', u'\u05de\u05d5\u05e0\u05d5\u05dc\u05d5\u05d2')",5
"(u'noun', u'\u05e9\u05d7\u05e3')",5
"(u'noun', u'\u05de\u05e6\u05d5\u05d3\u05d4')",5
"(u'noun', u'\u05e6\u05de\u05d9\u05d2')",5
"(u'noun', u'\u05db\u05e4\u05d5\u05dc\u05d4')",5
"(u'noun', u'\u05d4\u05e7\u05d5\u05df')",5
"(u'noun', u'\u05de\u05d0\u05d5\u05e8')",5
"(u'noun', u'\u05ea\u05d6\u05d6\u05d9\u05ea')",5
"(u'noun', u'\u05e2\u05e4\u05e2\u05e3')",5
"(u'noun', u'\u05e2\u05dc\u05d1\u05d5\u05df')",5
"(u'noun', u'\u05d4\u05e8\u05e2\u05d4')",5
"(u'noun', u'\u05de\u05db\u05d9\u05e0\u05d4')",5
"(u'noun', u'\u05d0\u05e1\u05e4\u05e7\u05d4')",5
"(u'noun', u'\u05e2\u05d5\u05e9\u05e8')",5
"(u'noun', u'\u05d4\u05de\u05e9\u05e4\u05d5\u05d7\u05d4')",5
"(u'noun', u'\u05e0\u05e7\u05e2')",5
"(u'noun', u'\u05ea\u05e7\u05e0\u05d4')",5
"(u'noun', u'\u05d6\u05d5\u05d2\u05d9')",5
"(u'noun', u'\u05d0\u05d9\u05dc\u05d5\u05e1\u05d8\u05e8\u05e6\u05d9\u05d4')",5
"(u'noun', u'\u05e4\u05e8\u05e5')",5
"(u'noun', u'\u05d1\u05d8\u05d9\u05d7')",5
"(u'noun', u'\u05d4\u05d7\u05d3\u05e8\u05d4')",5
"(u'noun', u'\u05e9\u05d9\u05de\u05d5\u05e8')",5
"(u'noun', u'\u05d1\u05e2\u05ea')",5
"(u'noun', u'\u05d7\u05dc\u05d5\u05e5')",5
"(u'noun', u'\u05e2\u05e8\u05d1\u05d9\u05ea')",5
"(u'noun', u'\u05de\u05e8\u05d5\u05e5')",5
"(u'noun', u'\u05d4\u05d0\u05d6\u05e0\u05d4')",5
"(u'noun', u'\u05d0\u05de\u05dd')",5
"(u'noun', u'\u05d4\u05e4\u05e0\u05d9\u05e0\u05d2')",5
"(u'noun', u'\u05d0\u05e7\u05dc\u05d9\u05e4\u05d8\u05d5\u05e1')",5
"(u'noun', u'\u05d0\u05e9\u05e4\u05d5\u05d6')",5
"(u'noun', u'\u05e8\u05e2\u05e0\u05d5\u05df')",5
"(u'noun', u'\u05d0\u05e1\u05d5\u05e4\u05d4')",5
"(u'noun', u'\u05e0\u05d5\u05e6\u05e8\u05d9')",5
"(u'noun', u'\u05e9\u05d5\u05d5\u05d0')",5
"(u'noun', u'\u05d4\u05d2\u05d9\u05e8\u05d4')",5
"(u'noun', u'\u05e4\u05d9\u05e7')",5
"(u'noun', u'\u05de\u05e9\u05d8\u05d7')",5
"(u'noun', u'\u05ea\u05d7\u05de\u05d5\u05e9\u05ea')",5
"(u'noun', u'\u05de\u05d6\u05de\u05d9\u05df')",5
"(u'noun', u'\u05e1\u05de\u05da')",5
"(u'noun', u'\u05db\u05d9\u05ea\u05d5\u05ea')",5
"(u'noun', u'\u05e8\u05e4\u05e8\u05e3')",5
"(u'noun', u'\u05e4\u05d9\u05d9\u05e1\u05d1\u05d5\u05e7')",5
"(u'noun', u'\u05dc\u05e1\u05ea')",5
"(u'noun', u'\u05e4\u05d9\u05ea\u05d5\u05d9')",5
"(u'noun', u'\u05d7\u05d3\u05d5\u05d5\u05d4')",5
"(u'noun', u'\u05e1\u05d9\u05e0\u05d9')",5
"(u'noun', u'\u05d0\u05e7\u05d3\u05de\u05d9\u05d4')",5
"(u'noun', u'\u05e9\u05e2\u05dc')",5
"(u'noun', u'\u05e2\u05d5\u05e8\u05dc\u05d4')",5
"(u'noun', u'\u05de\u05d6\u05d9\u05e7')",5
"(u'noun', u'\u05d9\u05d2\u05e2')",5
"(u'noun', u'\u05e8\u05d5\u05dc')",5
"(u'noun', u'\u05dc\u05d5\u05d5\u05d0')",5
"(u'noun', u'\u05de\u05d5\u05dd')",5
"(u'noun', u'\u05d0\u05e9\u05e4\u05d4')",5
"(u'noun', u'\u05e7\u05d5\u05e7\u05e1\u05d9\u05e0\u05dc')",5
"(u'noun', u'\u05e9\u05d7\u05d9\u05d8\u05d4')",5
"(u'noun', u'\u05de\u05d9\u05e0\u05d5\u05e1')",5
"(u'noun', u'\u05d4\u05d8\u05d1\u05e2\u05d4')",5
"(u'noun', u'\u05e7\u05d5\u05d5\u05d0')",5
"(u'noun', u'\u05e1\u05d9\u05e0\u05de\u05d4')",5
"(u'noun', u'\u05d4\u05d3\u05d2\u05de\u05d4')",5
"(u'noun', u'\u05e8\u05d9\u05db\u05d5\u05dc')",5
"(u'noun', u'\u05d5\u05d5\u05dc\u05d9\u05d5\u05dd')",5
"(u'noun', u'\u05d1\u05d9\u05e8\u05d5\u05e8')",5
"(u'noun', u'\u05e4\u05d5\u05e9\u05e2')",5
"(u'noun', u'\u05e0\u05d3\u05e8')",5
"(u'noun', u'\u05e2\u05d9\u05d9\u05e8\u05d4')",5
"(u'noun', u'\u05de\u05d0\u05d5\u05d5\u05e8\u05e8')",5
"(u'noun', u'\u05d4\u05ea\u05e9\u05d4')",5
"(u'noun', u'\u05d0\u05d9\u05e9\u05d9\u05dd')",5
"(u'noun', u'\u05ea\u05e4\u05e7\u05d5\u05d3')",5
"(u'noun', u'\u05e1\u05d9\u05e4\u05e8\u05d4')",5
"(u'noun', u'\u05e7\u05dc\u05d0\u05d1')",5
"(u'noun', u'\u05d1\u05e9\u05dc\u05d5\u05ea')",5
"(u'noun', u'\u05d0\u05d7\u05d5')",5
"(u'noun', u'\u05e6\u05da')",5
"(u'noun', u'\u05d0\u05e4\u05e1\u05e0\u05d0\u05d9')",5
"(u'noun', u'\u05e8\u05e7\u05d3\u05df')",5
"(u'noun', u'\u05e4\u05d5\u05e5')",5
"(u'noun', u'\u05d5\u05e7\u05d5\u05dd')",5
"(u'noun', u'\u05d5\u05d9\u05dc\u05d4')",5
"(u'noun', u'\u05de\u05e8\u05d9\u05d7\u05d4')",5
"(u'noun', u'\u05d4\u05d3\u05d2\u05e9\u05d4')",5
"(u'noun', u'\u05d7\u05e8\u05da')",5
"(u'noun', u'\u05de\u05e7\u05d3\u05e9')",5
"(u'noun', u'\u05e7\u05dc\u05d9')",5
"(u'noun', u'\u05d1\u05dc\u05d5\u05e0\u05d3')",5
"(u'noun', u""\u05d8\u05d0\u05e5'"")",5
"(u'noun', u'\u05e9\u05e4\u05e2\u05ea')",5
"(u'noun', u'\u05de\u05ea\u05e7\u05e4\u05d4')",5
"(u'noun', u'\u05d7\u05e8\u05e9')",5
"(u'noun', u'\u05de\u05e0\u05d8\u05d4')",5
"(u'noun', u'\u05e7\u05e8\u05d9\u05e8\u05d5\u05ea')",5
"(u'noun', u'\u05d7\u05dc\u05d1\u05d5\u05df')",5
"(u'noun', u'\u05e8\u05d5\u05d3\u05e3')",5
"(u'noun', u'\u05ea\u05e2\u05d5\u05d6\u05d4')",5
"(u'noun', u'\u05e2\u05e7\u05e8')",5
"(u'noun', u'\u05d5\u05d9')",5
"(u'noun', u'\u05ea\u05e2\u05e1\u05d5\u05e7\u05d4')",5
"(u'noun', u'\u05d8\u05e8\u05d2\u05d3\u05d9\u05d4')",5
"(u'noun', u'\u05d3\u05d9\u05d1\u05e8')",5
"(u'noun', u""\u05d2'\u05d5\u05e0\u05d2\u05dc"")",5
"(u'noun', u'\u05d4\u05e1\u05ea\u05d2\u05dc\u05d5\u05ea')",5
"(u'noun', u'\u05d4\u05e4\u05d7\u05d4')",5
"(u'noun', u'\u05de\u05e9\u05d9')",5
"(u'noun', u'\u05de\u05d9\u05de\u05d5\u05df')",5
"(u'noun', u'\u05d6\u05d9\u05d1\u05d5\u05dc')",5
"(u'noun', u'\u05e7\u05d9\u05d3\u05d5\u05de\u05ea')",5
"(u'noun', u'\u05d0\u05d7\u05e8\u05d9\u05ea')",5
"(u'noun', u""\u05e6'"")",5
"(u'noun', u'\u05d3\u05d1\u05e7')",5
"(u'noun', u'\u05e1\u05d9\u05d1')",5
"(u'noun', u'\u05d4\u05e1\u05d9\u05de\u05e1\u05d8\u05e8')",5
"(u'noun', u'\u05d4\u05e4\u05e8\u05d4')",5
"(u'noun', u'\u05e1\u05d9\u05d9\u05e8\u05ea')",5
"(u'noun', u'\u05d4\u05e7\u05dc\u05d8\u05d4')",5
"(u'noun', u'\u05d8\u05e8\u05d9\u05e7\u05d4')",5
"(u'noun', u'\u05d1\u05d5\u05d8\u05d9\u05e7')",5
"(u'noun', u'\u05d4\u05ea\u05de\u05e7\u05de\u05d5\u05ea')",5
"(u'noun', u'\u05e4\u05d9\u05e8\u05d5\u05e8')",5
"(u'noun', u'\u05db\u05dc\u05db\u05dc\u05d4')",5
"(u'noun', u'\u05d9\u05d5\u05d2\u05d5\u05e8\u05d8')",5
"(u'noun', u'\u05e9\u05ea\u05d9\u05d4\u05d9\u05d4')",5
"(u'noun', u'\u05e7\u05d3\u05d5\u05e9')",5
"(u'noun', u'\u05d4\u05d8\u05e8\u05de\u05d5\u05e1')",5
"(u'noun', u'\u05d8\u05e8\u05d5\u05e8')",5
"(u'noun', u'\u05e6\u05d9\u05d5\u05e0\u05d5\u05ea')",5
"(u'noun', u'\u05d4\u05d0\u05de\u05e0\u05d4')",5
"(u'noun', u'\u05e7\u05d1\u05e6\u05df')",5
"(u'noun', u'\u05d0\u05db\u05dc\u05df')",5
"(u'noun', u'\u05e6\u05e8')",5
"(u'noun', u'\u05d0\u05d9\u05e0\u05e1\u05d5\u05e3')",5
"(u'noun', u'\u05d9\u05d9\u05e9\u05d5\u05dd')",5
"(u'noun', u'\u05d1\u05d9\u05ea\u05df')",5
"(u'noun', u'\u05d0\u05ea/\u05d4')",5
"(u'noun', u'\u05d0\u05e8\u05e0\u05d1')",5
"(u'noun', u'\u05de\u05d9\u05db\u05dc\u05d5\u05e9')",5
"(u'noun', u'\u05d4\u05d9\u05e2\u05e0\u05d5\u05ea')",5
"(u'noun', u""\u05d2'\u05dc\u05d9"")",5
"(u'noun', u'\u05e4\u05e8\u05d5\u05d8\u05d5\u05e7\u05d5\u05dc')",5
"(u'noun', u'\u05d4\u05e9\u05ea\u05e0\u05d5\u05ea')",5
"(u'noun', u'\u05d1\u05d5\u05d1')",5
"(u'noun', u'\u05d4\u05ea\u05e2\u05e8\u05d1\u05d5\u05ea')",5
"(u'noun', u'\u05d7\u05d5\u05e6\u05de\u05d6\u05d4')",5
