type,user,age,sex,verb,bp
gen,108651,20,female,bnh,F
gen,108651,20,female,`r`r,F
gen,108651,20,female,hcil,F
gen,108651,20,female,tiqN,F
gen,108651,20,female,hwrid,T
gen,108651,20,female,hSpi`,F
gen,108651,20,female,Sipr,F
gen,108662,18,female,Sbr,F
gen,108662,18,female,SrP,F
gen,108662,18,female,hriM,F
gen,108662,18,female,aibd,F
gen,108662,18,female,aibd,F
gen,108662,18,female,hrs,T
gen,108662,18,female,hwrid,F
gen,108662,18,female,hSpi`,F
gen,108662,18,female,hSpi`,F
gen,108662,18,female,aibd,F
gen,108662,18,female,Sinh,F
gen,108662,18,female,hgSiM,F
gen,108662,18,female,aibd,F
gen,108662,18,female,liTP,T
gen,108662,18,female,aibd,F
gen,108662,18,female,niqh,F
gen,108662,18,female,Sig`,F
gen,108662,18,female,hrs,T
gen,108662,18,female,hstkl,F
gen,108759,20,female,hrix,F
gen,108759,20,female,siiM,F
gen,108759,20,female,bhh,T
gen,108759,20,female,niqh,F
gen,108759,20,female,pg`,F
gen,108759,20,female,SlT,F
gen,108759,20,female,hstkl,F
gen,108759,20,female,hSpi`,F
gen,108759,20,female,Sbr,T
gen,108759,20,female,hSpi`,F
gen,108759,20,female,siiM,F
gen,108759,20,female,hxziq,F
gen,108759,20,female,hstkl,F
gen,108759,20,female,niSq,F
gen,109014,20,female,ht`lq,F
gen,109014,20,female,`r`r,F
gen,109014,20,female,biTl,F
gen,109067,21,male,`zb,F
gen,109067,21,male,SlT,F
gen,109067,21,male,liTP,T
gen,109095,23,male,b`T,F
gen,109095,23,male,aibd,F
gen,109095,23,male,aibd,F
gen,109473,18,female,tps,F
gen,109473,18,female,qTl,F
gen,109473,18,female,ht`ll,F
gen,109473,18,female,mila,T
gen,109473,18,female,hstkl,F
gen,109473,18,female,ht`ll,F
gen,109473,18,female,drs,F
gen,109473,18,female,hstkl,F
gen,109884,20,male,hSpi`,F
gen,109884,20,male,aibd,F
gen,109884,20,male,Sipr,F
gen,109884,20,male,hxziq,F
gen,109884,20,male,mila,F
gen,109964,18,female,aibd,F
gen,109964,18,female,hrs,F
gen,110045,16,female,hSpi`,T
gen,110045,16,female,aibd,F
gen,110045,16,female,hcil,F
gen,110045,16,female,aibd,F
gen,110045,16,female,h`lh,F
gen,11020,32,female,xdr,F
gen,11020,32,female,aibd,F
gen,11020,32,female,Sinh,F
gen,11020,32,female,Tipl,F
gen,11020,32,female,Smr,F
gen,11020,32,female,aibd,F
gen,11020,32,female,aibd,F
gen,11020,32,female,nigb,F
gen,110685,17,female,xizq,F
gen,110685,17,female,mila,F
gen,110685,17,female,`icb,F
gen,110685,17,female,hstkl,F
gen,110685,17,female,hgdil,F
gen,110685,17,female,h`iq,F
gen,110685,17,female,mila,F
gen,110873,19,male,siiM,F
gen,110873,19,male,niSq,T
gen,110873,19,male,biTl,F
gen,110873,19,male,niqh,F
gen,110873,19,male,Sbr,F
gen,110873,19,male,`r`r,F
gen,110873,19,male,`dkN,F
gen,110873,19,male,prC,F
gen,110873,19,male,mimN,F
gen,110873,19,male,hSpi`,F
gen,110873,19,male,hwrid,T
gen,110873,19,male,Sbr,F
gen,110873,19,male,siiM,F
gen,110873,19,male,`zb,F
gen,110873,19,male,aibd,F
gen,110873,19,male,aibd,F
gen,110873,19,male,siiM,F
gen,110873,19,male,hrs,F
gen,110873,19,male,aibd,F
gen,110873,19,male,hstkl,F
gen,110873,19,male,Sinh,F
gen,110873,19,male,hxziq,F
gen,110873,19,male,hwrid,F
gen,110873,19,male,siiM,F
gen,110873,19,male,aibd,F
gen,110873,19,male,aibd,F
gen,110873,19,male,hrs,T
gen,110873,19,male,tiqN,F
gen,110873,19,male,cb`,T
gen,110873,19,male,Sinh,F
gen,110873,19,male,aibd,F
gen,110873,19,male,ntq`,F
gen,110873,19,male,mtx,F
gen,110878,19,female,`dkN,F
gen,110878,19,female,qr`,F
gen,110878,19,female,hgdil,F
gen,110878,19,female,qr`,F
gen,110878,19,female,Tips,F
gen,110878,19,female,hrgi`,T
gen,110878,19,female,bdq,F
gen,110878,19,female,Sbr,F
gen,110878,19,female,mila,F
gen,110878,19,female,bhh,F
gen,110878,19,female,`icb,F
gen,11106,36,female,hql,F
gen,11106,36,female,biTl,F
gen,11106,36,female,Smr,F
gen,11106,36,female,niqh,F
gen,11106,36,female,hSpi`,F
gen,11106,36,female,xibq,F
gen,11106,36,female,kish,F
gen,11106,36,female,siiM,F
gen,111086,18,female,qr`,T
gen,111086,18,female,Sth,F
gen,111086,18,female,hgdil,T
gen,111086,18,female,aibd,F
gen,111086,18,female,kibs,F
gen,111086,18,female,aibd,F
gen,111086,18,female,xizq,F
gen,111086,18,female,hxriM,F
gen,111086,18,female,hgSiM,F
gen,111375,20,male,xizq,F
gen,111375,20,male,SipC,T
gen,111375,20,male,niqh,F
gen,111603,17,female,SlT,F
gen,111603,17,female,hstkl,F
gen,111603,17,female,h`lh,F
gen,111603,17,female,hstkl,T
gen,111603,17,female,gzr,T
gen,111603,17,female,hxziq,F
gen,111603,17,female,nrdM,T
gen,111603,17,female,aibd,F
gen,111603,17,female,`ikb,F
gen,111603,17,female,xidd,F
gen,111603,17,female,niSq,F
gen,111728,17,female,l`s,F
gen,111728,17,female,xidS,F
gen,111728,17,female,mzmz,F
gen,111728,17,female,hstkl,F
gen,111728,17,female,ht`rb,F
gen,111728,17,female,Sbr,F
gen,111728,17,female,hziq,F
gen,111728,17,female,hstkl,F
gen,111728,17,female,Sixq,F
gen,111732,20,female,hstkl,F
gen,111732,20,female,`iqM,T
gen,111732,20,female,h`siq,T
gen,111732,20,female,hkbid,F
gen,111732,20,female,nzl,T
gen,111732,20,female,nSK,T
gen,111732,20,female,SlT,T
gen,111732,20,female,aibd,F
gen,111922,17,male,kiwwC,T
gen,111922,17,male,xibq,F
gen,111922,17,male,hstkl,F
gen,111922,17,male,h`lh,F
gen,111922,17,male,ziiN,F
gen,111922,17,male,aibd,F
gen,111922,17,male,ans,F
gen,111922,17,male,niSq,T
gen,111922,17,male,siiM,F
gen,111922,17,male,ng`,F
gen,111922,17,male,SlT,T
gen,111922,17,male,Sth,F
gen,111922,17,male,aibd,F
gen,111955,20,female,tiqN,F
gen,111955,20,female,hstkl,F
gen,111955,20,female,Sipr,F
gen,11196,19,male,bl`,F
gen,11196,19,male,siiM,F
gen,11196,19,male,bnh,F
gen,11196,19,male,hrxib,F
gen,11196,19,male,bdq,F
gen,11196,19,male,xizq,F
gen,11196,19,male,Sbr,F
gen,11196,19,male,ziiN,F
gen,11196,19,male,ziiN,F
gen,11196,19,male,ziiN,F
gen,11196,19,male,ziiN,F
gen,11196,19,male,ziiN,F
gen,11196,19,male,ziiN,F
gen,11196,19,male,ziiN,F
gen,11196,19,male,ziiN,F
gen,11196,19,male,ziiN,F
gen,11196,19,male,ziiN,F
gen,11196,19,male,ziiN,F
gen,11196,19,male,ziiN,F
gen,11196,19,male,ziiN,F
gen,11196,19,male,Sipr,F
gen,111967,15,female,hstkl,F
gen,111967,15,female,TlTl,T
gen,111967,15,female,akl,F
gen,111967,15,female,hrgi`,F
gen,112015,18,female,qr`,T
gen,112015,18,female,hstkl,T
gen,112015,18,female,pirq,F
gen,112078,22,male,hwrid,F
gen,112078,22,male,hwrid,F
gen,112078,22,male,bhh,F
gen,112078,22,male,ziiN,F
gen,112078,22,male,tps,F
gen,112078,22,male,aibd,F
gen,112078,22,male,hrgi`,T
gen,112078,22,male,Sixq,F
gen,112078,22,male,bzbz,F
gen,112078,22,male,aibd,F
gen,112078,22,male,niqh,F
gen,112078,22,male,Sipr,F
gen,112078,22,male,akl,F
gen,112078,22,male,hrix,T
gen,112078,22,male,akl,F
gen,112078,22,male,akl,F
gen,112078,22,male,hstkl,F
gen,112078,22,male,SrP,T
gen,112078,22,male,Tipl,F
gen,112078,22,male,hstkl,F
gen,112078,22,male,SrP,T
gen,112078,22,male,hriM,T
gen,112189,24,male,hgSiM,F
gen,112189,24,male,`cr,F
gen,112189,24,male,xibl,F
gen,112189,24,male,kbS,F
gen,112189,24,male,hgSiM,F
gen,112189,24,male,lxC,F
gen,112189,24,male,hariK,F
gen,112189,24,male,aibd,F
gen,112189,24,male,aibd,F
gen,112189,24,male,liqq,T
gen,112189,24,male,aibd,F
gen,112189,24,male,Simr,F
gen,112189,24,male,risq,F
gen,112189,24,male,qlql,F
gen,112189,24,male,`zb,F
gen,112189,24,male,pg`,F
gen,112189,24,male,tiqN,F
gen,112189,24,male,mimN,F
gen,112189,24,male,`cr,F
gen,112189,24,male,mimN,F
gen,112189,24,male,xizq,F
gen,112189,24,male,bdq,F
gen,112189,24,male,Sth,F
gen,112189,24,male,xlxl,F
gen,112189,24,male,siiM,F
gen,112189,24,male,`cr,F
gen,112189,24,male,kbS,F
gen,11222,41,female,ng`,T
gen,11222,41,female,hrTib,F
gen,11222,41,female,mila,F
gen,11222,41,female,Sth,F
gen,11222,41,female,hrix,T
gen,11222,41,female,xpN,T
gen,11222,41,female,liTP,T
gen,11222,41,female,hqdiM,F
gen,11222,41,female,hwrid,T
gen,11222,41,female,SrT,F
gen,11222,41,female,hriM,F
gen,11222,41,female,hriM,F
gen,11222,41,female,ziiN,F
gen,11222,41,female,hxziq,T
gen,112461,28,male,lxC,F
gen,112461,28,male,hcil,F
gen,112461,28,male,siiM,F
gen,112639,30,female,`dkN,F
gen,112639,30,female,tps,F
gen,112639,30,female,biTl,F
gen,112639,30,female,xidS,F
gen,112639,30,female,`zb,F
gen,112639,30,female,hgSiM,F
gen,112639,30,female,hpsiq,F
gen,112639,30,female,aibd,F
gen,112639,30,female,aibd,F
gen,112639,30,female,ird,F
gen,112639,30,female,Sinh,F
gen,112639,30,female,xidS,F
gen,112639,30,female,bzbz,F
gen,112639,30,female,SipC,F
gen,112639,30,female,bzbz,F
gen,112639,30,female,Smr,F
gen,112639,30,female,tps,F
gen,112639,30,female,mila,F
gen,112639,30,female,Tipl,F
gen,112639,30,female,xibl,F
gen,112639,30,female,hxziq,F
gen,112639,30,female,`zb,F
gen,112639,30,female,aibd,F
gen,112652,22,male,bzbz,F
gen,112652,22,male,mila,F
gen,112652,22,male,SlT,F
gen,112652,22,male,bdq,F
gen,112800,16,female,xbS,F
gen,112800,16,female,hr`id,F
gen,112800,16,female,nipx,F
gen,112832,17,female,SlT,F
gen,112832,17,female,hgSiM,F
gen,112832,17,female,hgSiM,F
gen,112839,18,female,hstkl,F
gen,112839,18,female,hciP,F
gen,112839,18,female,hrix,F
gen,112839,18,female,hgSiM,F
gen,112839,18,female,hstkl,F
gen,112839,18,female,rms,F
gen,112839,18,female,tiqN,F
gen,112839,18,female,xsM,F
gen,112839,18,female,bzbz,F
gen,112839,18,female,tps,T
gen,112839,18,female,SlT,F
gen,112839,18,female,hgSiM,F
gen,112839,18,female,xizq,F
gen,112839,18,female,hstkl,F
gen,112839,18,female,SlT,F
gen,112839,18,female,hriM,T
gen,112839,18,female,hwrid,F
gen,112839,18,female,hSpi`,F
gen,112953,21,female,hSpi`,F
gen,112953,21,female,qiST,F
gen,112953,21,female,hstkl,T
gen,112953,21,female,Tipl,F
gen,112953,21,female,gzr,T
gen,112953,21,female,npl,T
gen,112953,21,female,liqq,F
gen,112953,21,female,bdq,T
gen,112953,21,female,hcil,F
gen,112953,21,female,hrg,F
gen,112953,21,female,npl,T
gen,112953,21,female,hpsiq,F
gen,112953,21,female,hrg,F
gen,112953,21,female,aibd,F
gen,112953,21,female,aibd,F
gen,112953,21,female,hcil,T
gen,112953,21,female,Tipl,F
gen,112953,21,female,Tipl,F
gen,112953,21,female,xizq,F
gen,112953,21,female,gilx,T
gen,112953,21,female,aibd,F
gen,112953,21,female,Sinh,F
gen,112953,21,female,ans,F
gen,112953,21,female,siiM,F
gen,112953,21,female,xtK,F
gen,112953,21,female,hSpi`,T
gen,112953,21,female,akl,F
gen,112953,21,female,niSq,F
gen,112953,21,female,ht`ll,T
gen,112953,21,female,bhh,F
gen,112953,21,female,`zb,F
gen,112953,21,female,xibq,F
gen,112953,21,female,`zb,F
gen,112953,21,female,`icb,F
gen,112953,21,female,xibq,F
gen,112953,21,female,zihM,F
gen,112953,21,female,SrP,F
gen,112953,21,female,hrdiM,F
gen,112953,21,female,`cr,T
gen,112953,21,female,xdr,F
gen,112953,21,female,mtx,F
gen,112953,21,female,hstkl,T
gen,112953,21,female,Smr,F
gen,112953,21,female,`zb,F
gen,112953,21,female,hwrid,F
gen,112953,21,female,hriM,F
gen,112953,21,female,tps,F
gen,112953,21,female,hstkl,F
gen,112953,21,female,tps,F
gen,112953,21,female,Smr,F
gen,112953,21,female,hqdiM,F
gen,112953,21,female,Sitq,T
gen,112953,21,female,aibd,F
gen,112953,21,female,siiM,F
gen,112953,21,female,lxC,F
gen,112953,21,female,xidd,F
gen,112953,21,female,hgSiM,F
gen,112953,21,female,hpsiq,F
gen,112953,21,female,hrs,F
gen,113013,18,female,`r`r,F
gen,113013,18,female,`zb,F
gen,113013,18,female,xibq,F
gen,113013,18,female,`icb,F
gen,113013,18,female,liTP,T
gen,113013,18,female,`TP,T
gen,113013,18,female,liTP,T
gen,113013,18,female,liTP,F
gen,113013,18,female,akl,T
gen,113013,18,female,liTP,T
gen,113013,18,female,liqq,T
gen,113013,18,female,liTP,F
gen,113013,18,female,liqq,T
gen,113013,18,female,hTriP,F
gen,113013,18,female,tps,F
gen,113013,18,female,liTP,T
gen,113013,18,female,hgSiM,F
gen,113097,27,male,hstkl,F
gen,113097,27,male,nrdM,F
gen,113352,21,male,b`T,F
gen,113352,21,male,siiM,F
gen,113352,21,male,akl,F
gen,113352,21,male,Sth,F
gen,113352,21,male,hwrid,F
gen,113352,21,male,siiM,F
gen,113352,21,male,siiM,F
gen,113352,21,male,siiM,F
gen,113352,21,male,Sipr,F
gen,113352,21,male,siiM,F
gen,113352,21,male,siiM,F
gen,113352,21,male,Sipr,F
gen,113352,21,male,siiM,F
gen,113352,21,male,niqh,F
gen,113352,21,male,pg`,F
gen,113352,21,male,mila,F
gen,113352,21,male,aibd,F
gen,113352,21,male,aibd,F
gen,113352,21,male,hstkl,F
gen,113352,21,male,mila,F
gen,113352,21,male,hcil,F
gen,113352,21,male,`cr,F
gen,113352,21,male,aibd,F
gen,113352,21,male,Sbr,F
gen,113352,21,male,hrg,F
gen,113352,21,male,hSpi`,F
gen,113352,21,male,ird,F
gen,113352,21,male,kibh,F
gen,113352,21,male,hstkl,F
gen,113352,21,male,Sth,F
gen,113352,21,male,xlxl,F
gen,114000,15,female,aibd,F
gen,114000,15,female,hSpi`,F
gen,114000,15,female,Sbr,T
gen,114000,15,female,Sbr,F
gen,114000,15,female,xnq,T
gen,114000,15,female,bdq,F
gen,114000,15,female,SlT,F
gen,114000,15,female,lxC,T
gen,114000,15,female,hstkl,F
gen,114000,15,female,pg`,F
gen,114000,15,female,`zb,F
gen,114000,15,female,`cr,F
gen,114000,15,female,bdq,F
gen,114000,15,female,aibd,F
gen,114000,15,female,pg`,F
gen,114000,15,female,`icb,F
gen,114247,17,female,Sinh,F
gen,114247,17,female,SrP,F
gen,114247,17,female,hstkl,F
gen,114247,17,female,h`lh,T
gen,114247,17,female,niqh,F
gen,114317,19,male,ht`rb,F
gen,114317,19,male,mila,F
gen,114317,19,male,Sinh,F
gen,114317,19,male,mila,F
gen,114317,19,male,akl,T
gen,114317,19,male,siiM,F
gen,114317,19,male,liTP,F
gen,11446,24,male,SibS,F
gen,11446,24,male,bnh,F
gen,11446,24,male,kbS,F
gen,11446,24,male,`zb,F
gen,11446,24,male,prC,F
gen,11446,24,male,gilx,F
gen,11446,24,male,`zb,F
gen,11446,24,male,siiM,F
gen,11446,24,male,`zb,F
gen,11446,24,male,niqh,F
gen,11446,24,male,hrgi`,F
gen,11446,24,male,hwrid,F
gen,11446,24,male,tps,T
gen,11446,24,male,hwrid,F
gen,11446,24,male,h`lh,F
gen,11446,24,male,hstkl,F
gen,11446,24,male,cbT,T
gen,11446,24,male,hcil,F
gen,11446,24,male,`zb,F
gen,11446,24,male,Sth,F
gen,11446,24,male,Sbr,T
gen,11446,24,male,hgdil,F
gen,11446,24,male,aibd,F
gen,114509,16,female,siiM,F
gen,114593,30,female,cb`,T
gen,114593,30,female,xidS,F
gen,114593,30,female,Sixq,F
gen,114593,30,female,hgdil,F
gen,114593,30,female,tiqN,F
gen,114593,30,female,ht`ll,F
gen,114593,30,female,qicC,F
gen,114780,18,female,qr`,T
gen,114780,18,female,`zb,T
gen,114780,18,female,tps,F
gen,114845,15,female,Sinh,F
gen,114845,15,female,SlT,F
gen,114845,15,female,aibd,F
gen,114845,15,female,Sbr,F
gen,114845,15,female,xdr,T
gen,11491,36,female,hgdil,F
gen,11491,36,female,Sinh,F
gen,11491,36,female,hSpi`,F
gen,11491,36,female,niSq,F
gen,11491,36,female,hms,F
gen,11491,36,female,tiqN,F
gen,11491,36,female,bdq,F
gen,11491,36,female,`zb,F
gen,11491,36,female,hSpi`,F
gen,11491,36,female,bnh,F
gen,11491,36,female,Sipr,F
gen,11491,36,female,hrg,F
gen,11491,36,female,axz,F
gen,11491,36,female,prC,F
gen,11491,36,female,Sinh,F
gen,11491,36,female,`iwwt,F
gen,11491,36,female,hrix,F
gen,11491,36,female,aibd,F
gen,11491,36,female,hrs,F
gen,11491,36,female,Simr,F
gen,11491,36,female,bzbz,F
gen,11491,36,female,xibq,F
gen,11491,36,female,xsM,F
gen,11491,36,female,aibd,F
gen,11491,36,female,SlT,F
gen,11491,36,female,Sab,F
gen,11491,36,female,hstkl,F
gen,11491,36,female,hpsiq,F
gen,11491,36,female,hrs,F
gen,11491,36,female,pg`,F
gen,11491,36,female,hrgi`,F
gen,11491,36,female,`zb,F
gen,11491,36,female,hSpi`,F
gen,11491,36,female,hrg,F
gen,11491,36,female,cb`,F
gen,11491,36,female,hgSiM,F
gen,11491,36,female,iibS,T
gen,11491,36,female,xizq,F
gen,11491,36,female,hstkl,F
gen,11491,36,female,hstkl,F
gen,11491,36,female,hriM,F
gen,11491,36,female,cb`,F
gen,11491,36,female,pg`,F
gen,11491,36,female,bl`,F
gen,114931,27,female,SlT,F
gen,114931,27,female,hSpi`,F
gen,114931,27,female,xiTT,F
gen,114931,27,female,SrP,F
gen,114931,27,female,`TP,F
gen,114931,27,female,Sth,F
gen,114931,27,female,tps,F
gen,114931,27,female,hrix,F
gen,114931,27,female,`TP,F
gen,114994,19,female,ng`,F
gen,114994,19,female,tiqN,F
gen,114994,19,female,kibh,F
gen,114994,19,female,qSr,T
gen,114994,19,female,`dkN,F
gen,114994,19,female,qlql,F
gen,114994,19,female,aibd,F
gen,114994,19,female,hstkl,F
gen,114994,19,female,hwrid,F
gen,114994,19,female,siiM,F
gen,114994,19,female,siiM,F
gen,115181,19,female,pg`,F
gen,11533,21,female,SlT,T
gen,11533,21,female,nipC,F
gen,11533,21,female,`zb,F
gen,11533,21,female,siiM,F
gen,11533,21,female,hstkl,F
gen,11533,21,female,`zb,F
gen,11533,21,female,liTP,F
gen,11533,21,female,hxziq,F
gen,11533,21,female,hwrid,F
gen,11533,21,female,hrix,F
gen,11533,21,female,gihC,F
gen,11533,21,female,mila,F
gen,11533,21,female,aibd,F
gen,11533,21,female,Sxrr,F
gen,11533,21,female,hstkl,F
gen,11533,21,female,Sinh,F
gen,11533,21,female,qiST,F
gen,11533,21,female,siiM,F
gen,11533,21,female,Sbr,F
gen,11533,21,female,Sxrr,F
gen,11533,21,female,Smr,F
gen,11533,21,female,hstkl,F
gen,11533,21,female,SlT,T
gen,11533,21,female,siiM,F
gen,11533,21,female,hql,F
gen,11533,21,female,hrix,F
gen,11533,21,female,SlT,F
gen,11533,21,female,hrg,F
gen,11533,21,female,liTP,F
gen,11533,21,female,hrix,F
gen,11533,21,female,ird,T
gen,11533,21,female,hrTib,T
gen,11533,21,female,hstkl,F
gen,11533,21,female,xsM,F
gen,11533,21,female,SlT,F
gen,11533,21,female,pirq,F
gen,11533,21,female,hwrid,F
gen,11533,21,female,hstkl,F
gen,11533,21,female,ht`ll,F
gen,11533,21,female,ng`,T
gen,11533,21,female,nSK,F
gen,11533,21,female,mimN,F
gen,11533,21,female,hstkl,T
gen,11533,21,female,hp`il,F
gen,11533,21,female,bhh,F
gen,11533,21,female,mimN,F
gen,11533,21,female,hr`il,F
gen,11533,21,female,hstkl,F
gen,11533,21,female,hstkl,F
gen,11533,21,female,hrs,F
gen,11533,21,female,Sinh,F
gen,11533,21,female,xizq,F
gen,11533,21,female,hwrid,T
gen,11533,21,female,xizq,F
gen,11533,21,female,siiM,F
gen,11533,21,female,ird,F
gen,11533,21,female,hrs,T
gen,11533,21,female,ird,T
gen,11533,21,female,ird,T
gen,11533,21,female,bzbz,F
gen,11533,21,female,bzbz,F
gen,11533,21,female,aibd,F
gen,11533,21,female,niqh,F
gen,11533,21,female,ird,F
gen,11550,22,male,`dkN,F
gen,11550,22,male,bzbz,F
gen,11550,22,male,hp`il,F
gen,11550,22,male,Sinh,F
gen,11550,22,male,tps,F
gen,11550,22,male,hcil,F
gen,11550,22,male,h`siq,F
gen,11550,22,male,aibd,F
gen,11550,22,male,hSpi`,F
gen,11550,22,male,hpsiq,F
gen,11550,22,male,drs,F
gen,11550,22,male,Sbr,F
gen,11550,22,male,aibd,F
gen,11550,22,male,hgSiM,F
gen,11550,22,male,SrP,F
gen,11550,22,male,siiM,F
gen,11550,22,male,bzbz,F
gen,11550,22,male,ng`,F
gen,11550,22,male,hrg,F
gen,11550,22,male,zihM,T
gen,11550,22,male,aibd,F
gen,11550,22,male,siiM,F
gen,11550,22,male,hstkl,F
gen,11550,22,male,hstkl,F
gen,11550,22,male,hgSiM,F
gen,11550,22,male,`cr,F
gen,11550,22,male,Sbr,F
gen,11550,22,male,ntq`,F
gen,11550,22,male,h`siq,F
gen,11550,22,male,hstkl,F
gen,11550,22,male,siiM,F
gen,11550,22,male,SlT,F
gen,115520,17,female,`zb,F
gen,115520,17,female,npl,F
gen,115520,17,female,hgSiM,F
gen,115520,17,female,siiM,F
gen,115520,17,female,hSpi`,F
gen,115520,17,female,akl,F
gen,115520,17,female,bhh,F
gen,115520,17,female,hwrid,F
gen,115520,17,female,Sth,F
gen,115520,17,female,bdq,F
gen,115520,17,female,biTl,F
gen,115520,17,female,qiST,F
gen,115520,17,female,niqh,F
gen,115774,17,male,Sbr,T
gen,115844,14,female,hrg,F
gen,115844,14,female,Sinh,F
gen,11598,20,female,tps,F
gen,11598,20,female,Sth,F
gen,11598,20,female,Sth,F
gen,11598,20,female,bhh,F
gen,11598,20,female,Smr,F
gen,11598,20,female,hriM,F
gen,11598,20,female,hSpi`,F
gen,11598,20,female,biTl,F
gen,11598,20,female,tps,F
gen,11598,20,female,mila,F
gen,11598,20,female,hariK,F
gen,11598,20,female,tps,F
gen,11598,20,female,akl,F
gen,11598,20,female,hstkl,T
gen,11598,20,female,tps,T
gen,11598,20,female,aibd,F
gen,11598,20,female,Sth,F
gen,11598,20,female,xdr,F
gen,11598,20,female,drs,F
gen,11598,20,female,`cr,F
gen,116013,19,male,siiM,F
gen,116013,19,male,hrg,F
gen,116013,19,male,hwrid,F
gen,116013,19,male,bdq,F
gen,116109,18,male,biTl,F
gen,116109,18,male,pg`,F
gen,116109,18,male,pg`,F
gen,116109,18,male,siiM,F
gen,116109,18,male,pg`,F
gen,116109,18,male,hriM,F
gen,116109,18,male,aibd,F
gen,116109,18,male,hgSiM,F
gen,116109,18,male,lklK,F
gen,116109,18,male,pg`,F
gen,116109,18,male,xidS,F
gen,116109,18,male,SlT,F
gen,116109,18,male,`icb,T
gen,116109,18,male,h`lh,F
gen,116109,18,male,lxC,F
gen,116109,18,male,Sbr,T
gen,116109,18,male,ht`ll,F
gen,116109,18,male,Sixq,T
gen,116109,18,male,pirq,F
gen,116109,18,male,SrP,F
gen,116109,18,male,bzbz,F
gen,116109,18,male,Sixq,T
gen,116109,18,male,hwrid,F
gen,116109,18,male,hpsiq,F
gen,116109,18,male,kish,T
gen,116109,18,male,SrP,F
gen,116109,18,male,plS,F
gen,116109,18,male,`zb,F
gen,116109,18,male,`zb,F
gen,116109,18,male,kibs,F
gen,116109,18,male,siiM,F
gen,116109,18,male,bdq,F
gen,116109,18,male,bzbz,F
gen,116109,18,male,pg`,F
gen,116109,18,male,h`lh,F
gen,116109,18,male,hriM,F
gen,116109,18,male,siiM,F
gen,116109,18,male,siiM,F
gen,116109,18,male,bzbz,F
gen,116290,19,female,Sbr,T
gen,116290,19,female,aibd,F
gen,116290,19,female,prC,F
gen,116505,16,male,prC,F
gen,116505,16,male,hrgi`,F
gen,116505,16,male,hStiN,T
gen,116681,29,male,`cr,F
gen,116681,29,male,qlql,F
gen,116681,29,male,prC,F
gen,116836,19,female,Sinh,F
gen,116836,19,female,kish,F
